"A wearable device (e.g. iWatch)",8,8,7,6,7,7,6,4,5,5,3,2,2,2,3,2,0,,
"",2%,2%,2%,1%,2%,10%,4%,3%,2%,5%,1%,1%,1%,0%,1%,1%,- ,,
"",N,N,,,N,ABCDEGHIKLMNOP,NOP,NOP,N,ACDKNOP,,,,,,,,,
"iPod",1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,
"",0%,0%,0%,- ,- ,- ,- ,- ,- ,- ,0%,1%,- ,0%,0%,- ,- ,,
"",,,,,,,,,,,,,,,,,,,
"Other (Please type in)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,,
"",,,,,,,,,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I12b. How often do you access the Transport for London website through a mobile device?",,
"Base - All accessing TfL through a mobile device",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",619,287,332,106,191,146,86*,43*,47*,297,232,90*
"" ,,
"Several times a day (82.00)",126,73,53,39,54,23,7,2,1,93,30,3
"",20%,25%,16%,37%,28%,16%,8%,5%,2%,31%,13%,3%
"",,B,,CDEF,CDEF,F,,,,BC,C,
"Once a day (30.00)",91,47,44,15,40,17,13,3,3,55,30,6
"",15%,16%,13%,14%,21%,12%,15%,7%,6%,19%,13%,7%
"",,,,,CEF,,,,,C,,
"Up to three or four times a week (26.00)",119,49,70,19,37,30,15,6,12,56,45,18
"",19%,17%,21%,18%,19%,21%,17%,14%,26%,19%,19%,20%
"",,,,,,,,,,,,
"Up to three or four times a month (12.00)",130,56,74,15,31,33,28,13,10,46,61,23
"",21%,20%,22%,14%,16%,23%,33%,30%,21%,15%,26%,26%
"",,,,,,,AB,AB,,,A,A
"About once a month (1.00)",71,29,42,8,18,17,9,12,7,26,26,19
"",11%,10%,13%,8%,9%,12%,10%,28%,15%,9%,11%,21%
"",,,,,,,,ABCD,,,,AB
"Less than once a month (0.50)",63,30,33,9,10,22,10,5,7,19,32,12
"",10%,10%,10%,8%,5%,15%,12%,12%,15%,6%,14%,13%
"",,,,,,B,,,B,,A,A
"Never/Do not use it (0.00)",19,3,16,1,1,4,4,2,7,2,8,9
"",3%,1%,5%,1%,1%,3%,5%,5%,15%,1%,3%,10%
"",,,A,,,,B,B,ABCD,,A,AB
" Net" ,,
"At least once a day",217,120,97,54,94,40,20,5,4,148,60,9
"",35%,42%,29%,51%,49%,27%,23%,12%,9%,50%,26%,10%
"",,B,,CDEF,CDEF,EF,F,,,BC,C,
"Mean",28.79,32.70,25.40,40.89,36.57,24.66,19.81,13.50,13.07,38.11,22.86,13.28
"",,B,,CDEF,CDEF,EF,,,,BC,C,
"Standard Error",1.16,1.80,1.48,3.19,2.18,2.24,2.32,2.81,2.25,1.81,1.65,1.77
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I12b. How often do you access the Transport for London website through a mobile device?",,
"Base - All accessing TfL through a mobile device",,
"",,
"_____________________________________________________",,
"Proportions/Means: All Columns Tested (5% risk level)",,
"* small base; ** very small base (under 30) ineligible for sig testing",,
"","","","","","","","","","","","","","","","","","",,
,"","","","","","","","","","","","","","","","","",,
,"Check bus times","Check tube times","Check train times","Live travel information / service updates","Information about planned works or closures","Information about cycling","Information about roads or driving","Buying tickets","Check your Oyster balance","Keep track of how much you’re spending on travel","Information about fares and tickets","Information about Oyster","Topping up your Oyster card","Checking  the best route","Checking journey time","Viewing maps","None of these",,
,"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q",,
,"","","","","","","","","","","","","","","","","",,
"" ,,
"Total",360,294,325,355,284,57*,137,107,189,81*,201,115,117,329,298,202,6**,,
"" ,,
"Several times a day (82.00)",96,69,77,62,74,26,56,35,58,24,57,26,50,41,61,29,0,,
"",27%,23%,24%,17%,26%,46%,41%,33%,31%,30%,28%,23%,43%,12%,20%,14%,- ,,
"",DNP,NP,DNP,,DNP,ABCDEIKLNOP,ABCDEKLNOP,DNOP,DNOP,DNP,DNOP,N,ABCDEIKLNOP,,N,,,,
"Once a day (30.00)",59,66,49,49,41,16,24,19,25,16,28,22,13,41,33,20,1,,
"",16%,22%,15%,14%,14%,28%,18%,18%,13%,20%,14%,19%,11%,12%,11%,10%,17%,,
"",P,CDEIKMNOP,,,,ACDEIKMNOP,P,P,,OP,,OP,,,,,,,
"Up to three or four times a week (26.00)",70,59,67,73,54,7,20,23,38,15,35,31,26,72,55,41,1,,
"",19%,20%,21%,21%,19%,12%,15%,21%,20%,19%,17%,27%,22%,22%,18%,20%,17%,,
"",,,,,,,,,,,,FGK,,,,,,,
"Up to three or four times a month (12.00)",75,58,65,84,47,5,15,17,33,14,45,18,17,83,70,53,1,,
"",21%,20%,20%,24%,17%,9%,11%,16%,17%,17%,22%,16%,15%,25%,23%,26%,17%,,
"",FG,FG,FG,EFGM,,,,,,,FG,,,EFGHILM,EFGM,EFGHILM,,,
"About once a month (1.00)",32,24,33,43,32,0,10,5,20,8,19,9,7,42,40,30,1,,
"",9%,8%,10%,12%,11%,- ,7%,5%,11%,10%,9%,8%,6%,13%,13%,15%,17%,,
"",F,F,F,FH,FH,,F,,F,F,F,F,,FHM,BFHM,ABFGHM,,,
"Less than once a month (0.50)",21,13,24,32,24,3,7,5,14,4,13,7,4,37,28,20,2,,
"",6%,4%,7%,9%,8%,5%,5%,5%,7%,5%,6%,6%,3%,11%,9%,10%,33%,,
"",,,,BM,B,,,,,,,,,ABGHM,BM,BM,,,
"Never/Do not use it (0.00)",7,5,10,12,12,0,5,3,1,0,4,2,0,13,11,9,0,,
"",2%,2%,3%,3%,4%,- ,4%,3%,1%,- ,2%,2%,- ,4%,4%,4%,- ,,
"",,,,IM,IM,,IM,,,,,,,IM,IM,IM,,,
" Net" ,,
"At least once a day",155,135,126,111,115,42,80,54,83,40,85,48,63,82,94,49,1,,
"",43%,46%,39%,31%,40%,74%,58%,50%,44%,49%,42%,42%,54%,25%,32%,24%,17%,,
"",DNOP,DNOP,DNP,,DNOP,ABCDEGHIJKLMNOP,ABCDEIKLNOP,CDNOP,DNOP,DNOP,DNOP,DNP,ACDEKNOP,,,,,,
"Mean",34.46,33.67,31.85,26.81,32.78,50.10,43.98,39.71,36.60,37.23,34.77,33.27,45.97,22.86,27.91,23.37,11.67,,
"",DNOP,DNOP,DNP,N,DNP,ABCDEHIJKLNOP,ABCDEIKLNOP,CDENOP,DNOP,DNOP,DNOP,DNP,ABCDEIKLNOP,,N,,,,
"Standard Error",1.60,1.66,1.65,1.46,1.84,4.02,2.83,2.99,2.31,3.42,2.21,2.63,2.98,1.37,1.70,1.84,5.49,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I12b. How often do you access the Transport for London website through a mobile device?",,
"Base - All accessing TfL through a mobile device",,
"",,
"_____________________________________________________",,
"Proportions/Means: All Columns Tested (5% risk level)",,
"* small base; ** very small base (under 30) ineligible for sig testing",,
"","","","","","","","","",,
,"","","","","","","","",,
,"Desktop PC or laptop","Tablet e.g. iPad","Smartphone (e.g. iPhone, Blackberry, Android)","Standard mobile phone (not a smartphone)","Games console e.g. Playstation, Xbox","Smart TV","A wearable device (e.g. iWatch)","Other (Please type in)",,
,"A","B","C","D","E","F","G","H",,
,"","","","","","","","",,
"" ,,
"Total",487,327,525,22**,27**,31*,11**,-**,,
"" ,,
"Several times a day (82.00)",99,84,119,9,14,16,4,0,,
"",20%,26%,23%,41%,52%,52%,36%,- ,,
"",,,,,,ABC,,,,
"Once a day (30.00)",69,54,78,9,8,11,6,0,,
"",14%,17%,15%,41%,30%,35%,55%,- ,,
"",,,,,,ABC,,,,
"Up to three or four times a week (26.00)",92,55,108,3,2,3,1,0,,
"",19%,17%,21%,14%,7%,10%,9%,- ,,
"",,,,,,,,,,
"Up to three or four times a month (12.00)",105,58,117,1,3,1,0,0,,
"",22%,18%,22%,5%,11%,3%,- ,- ,,
"",F,F,F,,,,,,,
"About once a month (1.00)",59,34,56,0,0,0,0,0,,
"",12%,10%,11%,- ,- ,- ,- ,- ,,
"",F,,,,,,,,,
"Less than once a month (0.50)",48,23,46,0,0,0,0,0,,
"",10%,7%,9%,- ,- ,- ,- ,- ,,
"",,,,,,,,,,
"Never/Do not use it (0.00)",15,19,1,0,0,0,0,0,,
"",3%,6%,0%,- ,- ,- ,- ,- ,,
"",C,C,,,,,,,,
" Net" ,,
"At least once a day",168,138,197,18,22,27,10,0,,
"",34%,42%,38%,82%,81%,87%,91%,- ,,
"",,A,,,,ABC,,,,
"Mean",28.59,32.66,31.22,49.91,54.67,55.87,48.55,0,,
"",,,,,,ABC,,,,
"Standard Error",1.31,1.71,1.28,5.88,5.65,4.96,8.00,0,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I13. Desktop PC or laptop: How satisfied are you with the TfL website through each of these devices?",,
"Base - All using TfL website through each device",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",762,370,392,103,186,147,130,97*,99*,289,277,196
"" ,,
" 10 is extremely satisfied (10)",76,35,41,7,18,10,17,10,14,25,27,24
"",10%,9%,10%,7%,10%,7%,13%,10%,14%,9%,10%,12%
"",,,,,,,,,,,,
" 9 (9)",154,79,75,24,27,27,22,28,26,51,49,54
"",20%,21%,19%,23%,15%,18%,17%,29%,26%,18%,18%,28%
"",,,,,,,,BD,B,,,AB
" 8 (8)",193,103,90,21,46,48,38,20,20,67,86,40
"",25%,28%,23%,20%,25%,33%,29%,21%,20%,23%,31%,20%
"",,,,,,AEF,,,,,AC,
" 7 (7)",153,75,78,18,39,36,23,20,17,57,59,37
"",20%,20%,20%,17%,21%,24%,18%,21%,17%,20%,21%,19%
"",,,,,,,,,,,,
" 6 (6)",69,28,41,10,22,16,8,8,5,32,24,13
"",9%,8%,10%,10%,12%,11%,6%,8%,5%,11%,9%,7%
"",,,,,,,,,,,,
" 5 (5)",76,31,45,14,21,7,15,8,11,35,22,19
"",10%,8%,11%,14%,11%,5%,12%,8%,11%,12%,8%,10%
"",,,,C,C,,C,,,,,
" 4 (4)",22,11,11,5,5,1,4,3,4,10,5,7
"",3%,3%,3%,5%,3%,1%,3%,3%,4%,3%,2%,4%
"",,,,C,,,,,,,,
" 3 (3)",9,5,4,2,4,1,1,0,1,6,2,1
"",1%,1%,1%,2%,2%,1%,1%,- ,1%,2%,1%,1%
"",,,,,,,,,,,,
" 2 (2)",5,2,3,1,1,0,2,0,1,2,2,1
"",1%,1%,1%,1%,1%,- ,2%,- ,1%,1%,1%,1%
"",,,,,,,,,,,,
" 1 (1)",4,0,4,1,2,1,0,0,0,3,1,0
"",1%,- ,1%,1%,1%,1%,- ,- ,- ,1%,0%,- 
"",,,,,,,,,,,,
" 0 is extremely dissatisfied (0)",1,1,0,0,1,0,0,0,0,1,0,0
"",0%,0%,- ,- ,1%,- ,- ,- ,- ,0%,- ,- 
"",,,,,,,,,,,,
" Net" ,,
" 9-10",230,114,116,31,45,37,39,38,40,76,76,78
"",30%,31%,30%,30%,24%,25%,30%,39%,40%,26%,27%,40%
"",,,,,,,,BC,BC,,,AB
" 7-8",346,178,168,39,85,84,61,40,37,124,145,77
"",45%,48%,43%,38%,46%,57%,47%,41%,37%,43%,52%,39%
"",,,,,,ABEF,,,,,AC,
" 5-6",145,59,86,24,43,23,23,16,16,67,46,32
"",19%,16%,22%,23%,23%,16%,18%,16%,16%,23%,17%,16%
"",,,A,,,,,,,,,
" 3-4",31,16,15,7,9,2,5,3,5,16,7,8
"",4%,4%,4%,7%,5%,1%,4%,3%,5%,6%,3%,4%
"",,,,C,,,,,,,,
" 0-2",10,3,7,2,4,1,2,0,1,6,3,1
"",1%,1%,2%,2%,2%,1%,2%,- ,1%,2%,1%,1%
"",,,,,,,,,,,,
"Mean",7.46,7.56,7.37,7.17,7.19,7.61,7.53,7.75,7.67,7.18,7.57,7.71
"",,,,,,AB,,AB,B,,A,A
"Standard Error",0.06,0.09,0.09,0.19,0.14,0.12,0.16,0.16,0.18,0.11,0.10,0.12
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I13. Tablet: How satisfied are you with the TfL website through each of these devices?",,
"Base - All using TfL website through each device",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",327,156,171,53*,93*,81*,45*,23**,32*,146,126,55*
"" ,,
" 10 is extremely satisfied (10)",32,14,18,4,11,5,7,0,5,15,12,5
"",10%,9%,11%,8%,12%,6%,16%,- ,16%,10%,10%,9%
"",,,,,,,,,,,,
" 9 (9)",52,22,30,13,17,9,3,6,4,30,12,10
"",16%,14%,18%,25%,18%,11%,7%,26%,13%,21%,10%,18%
"",,,,CD,,,,,,B,,
" 8 (8)",90,50,40,19,25,28,8,6,4,44,36,10
"",28%,32%,23%,36%,27%,35%,18%,26%,13%,30%,29%,18%
"",,,,DF,,DF,,,,,,
" 7 (7)",74,42,32,4,18,20,12,7,13,22,32,20
"",23%,27%,19%,8%,19%,25%,27%,30%,41%,15%,25%,36%
"",,,,,,A,A,,AB,,A,A
" 6 (6)",39,12,27,7,9,11,5,4,3,16,16,7
"",12%,8%,16%,13%,10%,14%,11%,17%,9%,11%,13%,13%
"",,,A,,,,,,,,,
" 5 (5)",27,14,13,3,9,5,7,0,3,12,12,3
"",8%,9%,8%,6%,10%,6%,16%,- ,9%,8%,10%,5%
"",,,,,,,,,,,,
" 4 (4)",6,1,5,0,2,3,1,0,0,2,4,0
"",2%,1%,3%,- ,2%,4%,2%,- ,- ,1%,3%,- 
"",,,,,,,,,,,,
" 3 (3)",1,0,1,0,0,0,1,0,0,0,1,0
"",0%,- ,1%,- ,- ,- ,2%,- ,- ,- ,1%,- 
"",,,,,,,,,,,,
" 2 (2)",4,1,3,2,1,0,1,0,0,3,1,0
"",1%,1%,2%,4%,1%,- ,2%,- ,- ,2%,1%,- 
"",,,,,,,,,,,,
" 1 (1)",2,0,2,1,1,0,0,0,0,2,0,0
"",1%,- ,1%,2%,1%,- ,- ,- ,- ,1%,- ,- 
"",,,,,,,,,,,,
" 0 is extremely dissatisfied (0)",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
" Net" ,,
" 9-10",84,36,48,17,28,14,10,6,9,45,24,15
"",26%,23%,28%,32%,30%,17%,22%,26%,28%,31%,19%,27%
"",,,,C,,,,,,B,,
" 7-8",164,92,72,23,43,48,20,13,17,66,68,30
"",50%,59%,42%,43%,46%,59%,44%,57%,53%,45%,54%,55%
"",,B,,,,,,,,,,
" 5-6",66,26,40,10,18,16,12,4,6,28,28,10
"",20%,17%,23%,19%,19%,20%,27%,17%,19%,19%,22%,18%
"",,,,,,,,,,,,
" 3-4",7,1,6,0,2,3,2,0,0,2,5,0
"",2%,1%,4%,- ,2%,4%,4%,- ,- ,1%,4%,- 
"",,,,,,,,,,,,
" 0-2",6,1,5,3,2,0,1,0,0,5,1,0
"",2%,1%,3%,6%,2%,- ,2%,- ,- ,3%,1%,- 
"",,,,C,,,,,,,,
"Mean",7.44,7.56,7.32,7.53,7.52,7.38,7.09,7.61,7.56,7.52,7.28,7.58
"",,,,,,,,,,,,
"Standard Error",0.09,0.11,0.14,0.27,0.18,0.15,0.29,0.22,0.27,0.15,0.14,0.18
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I13. Smartphone: How satisfied are you with the TfL website through each of these devices?",,
"Base - All using TfL website through each device",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",525,246,279,97*,176,126,70*,29**,27**,273,196,56*
"" ,,
" 10 is extremely satisfied (10)",45,14,31,11,19,5,8,2,0,30,13,2
"",9%,6%,11%,11%,11%,4%,11%,7%,- ,11%,7%,4%
"",,,A,C,C,,C,,,,,
" 9 (9)",92,49,43,26,30,22,8,1,5,56,30,6
"",18%,20%,15%,27%,17%,17%,11%,3%,19%,21%,15%,11%
"",,,,D,,,,,,,,
" 8 (8)",132,66,66,23,38,41,14,10,6,61,55,16
"",25%,27%,24%,24%,22%,33%,20%,34%,22%,22%,28%,29%
"",,,,,,B,,,,,,
" 7 (7)",98,49,49,19,25,18,20,10,6,44,38,16
"",19%,20%,18%,20%,14%,14%,29%,34%,22%,16%,19%,29%
"",,,,,,,BC,,,,,A
" 6 (6)",64,30,34,5,27,18,9,2,3,32,27,5
"",12%,12%,12%,5%,15%,14%,13%,7%,11%,12%,14%,9%
"",,,,,A,A,,,,,,
" 5 (5)",46,18,28,8,18,10,5,3,2,26,15,5
"",9%,7%,10%,8%,10%,8%,7%,10%,7%,10%,8%,9%
"",,,,,,,,,,,,
" 4 (4)",27,9,18,5,12,6,2,0,2,17,8,2
"",5%,4%,6%,5%,7%,5%,3%,- ,7%,6%,4%,4%
"",,,,,,,,,,,,
" 3 (3)",10,5,5,0,3,2,1,1,3,3,3,4
"",2%,2%,2%,- ,2%,2%,1%,3%,11%,1%,2%,7%
"",,,,,,,,,,,,AB
" 2 (2)",5,3,2,0,1,2,2,0,0,1,4,0
"",1%,1%,1%,- ,1%,2%,3%,- ,- ,0%,2%,- 
"",,,,,,,,,,,,
" 1 (1)",3,1,2,0,2,0,1,0,0,2,1,0
"",1%,0%,1%,- ,1%,- ,1%,- ,- ,1%,1%,- 
"",,,,,,,,,,,,
" 0 is extremely dissatisfied (0)",3,2,1,0,1,2,0,0,0,1,2,0
"",1%,1%,0%,- ,1%,2%,- ,- ,- ,0%,1%,- 
"",,,,,,,,,,,,
" Net" ,,
" 9-10",137,63,74,37,49,27,16,3,5,86,43,8
"",26%,26%,27%,38%,28%,21%,23%,10%,19%,32%,22%,14%
"",,,,CD,,,,,,BC,,
" 7-8",230,115,115,42,63,59,34,20,12,105,93,32
"",44%,47%,41%,43%,36%,47%,49%,69%,44%,38%,47%,57%
"",,,,,,,,,,,,A
" 5-6",110,48,62,13,45,28,14,5,5,58,42,10
"",21%,20%,22%,13%,26%,22%,20%,17%,19%,21%,21%,18%
"",,,,,A,,,,,,,
" 3-4",37,14,23,5,15,8,3,1,5,20,11,6
"",7%,6%,8%,5%,9%,6%,4%,3%,19%,7%,6%,11%
"",,,,,,,,,,,,
" 0-2",11,6,5,0,4,4,3,0,0,4,7,0
"",2%,2%,2%,- ,2%,3%,4%,- ,- ,1%,4%,- 
"",,,,,,,A,,,,,
"Mean",7.21,7.24,7.19,7.74,7.11,7.10,7.13,7.21,6.67,7.34,7.11,6.95
"",,,,BCD,,,,,,,,
"Standard Error",0.08,0.12,0.12,0.17,0.15,0.17,0.23,0.27,0.38,0.12,0.14,0.23
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I14. How would you rate the TfL website recently – is it…",,
"Base - All using TfL website",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",895,413,482,128,235,181,146,100,105,363,327,205
"" ,,
"Much better than it was last year",159,73,86,33,67,22,14,8,15,100,36,23
"",18%,18%,18%,26%,29%,12%,10%,8%,14%,28%,11%,11%
"",,,,CDEF,CDEF,,,,,BC,,
"A little better than it was last year",328,169,159,48,79,81,48,40,32,127,129,72
"",37%,41%,33%,38%,34%,45%,33%,40%,30%,35%,39%,35%
"",,B,,,,BDF,,,,,,
"The same as last year",382,155,227,47,83,72,76,50,54,130,148,104
"",43%,38%,47%,37%,35%,40%,52%,50%,51%,36%,45%,51%
"",,,A,,,,ABC,AB,AB,,A,A
"A little worse than last year",21,14,7,0,1,6,8,2,4,1,14,6
"",2%,3%,1%,- ,0%,3%,5%,2%,4%,0%,4%,3%
"",,,,,,AB,AB,,AB,,A,A
"Much worse than last year",5,2,3,0,5,0,0,0,0,5,0,0
"",1%,0%,1%,- ,2%,- ,- ,- ,- ,1%,- ,- 
"",,,,,C,,,,,B,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"A1. Do you use any apps, either free or paid for?",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"No",244,117,127,9,31,28,46,60,70,40,74,130
"",24%,24%,24%,7%,13%,14%,28%,49%,49%,10%,20%,49%
"",,,,,,A,ABC,ABCD,ABCD,,A,AB
"Yes only use free ones",590,264,326,99,152,120,103,54,62,251,223,116
"",58%,55%,60%,73%,62%,59%,63%,44%,43%,66%,60%,43%
"",,,,BCEF,EF,EF,EF,,,C,C,
"Yes use both free and paid for ones",183,97,86,28,62,57,15,9,12,90,72,21
"",18%,20%,16%,21%,25%,28%,9%,7%,8%,24%,20%,8%
"",,,,DEF,DEF,DEF,,,,C,C,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"A3. Do you use specific apps in relation to travel in London? This includes for travel information, travel planning and buying tickets for travel.",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"Yes",463,219,244,92,149,101,62,24,35,241,163,59
"",46%,46%,45%,68%,61%,49%,38%,20%,24%,63%,44%,22%
"",,,,CDEF,CDEF,DEF,EF,,,BC,C,
"No",554,259,295,44,96,104,102,99,109,140,206,208
"",54%,54%,55%,32%,39%,51%,62%,80%,76%,37%,56%,78%
"",,,,,,AB,ABC,ABCD,ABCD,,A,AB
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"A4. Which of the following do you use your London Travel Apps for?",,
"Base - All using London travel apps",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",463,219,244,92*,149,101,62*,24**,35*,241,163,59*
"" ,,
"Check bus times",253,111,142,56,66,52,33,17,29,122,85,46
"",55%,51%,58%,61%,44%,51%,53%,71%,83%,51%,52%,78%
"",,,,B,,,,,ABCD,,,AB
"Viewing maps",220,115,105,50,73,51,20,11,15,123,71,26
"",48%,53%,43%,54%,49%,50%,32%,46%,43%,51%,44%,44%
"",,B,,D,D,D,,,,,,
"Checking  the best route",194,94,100,44,60,46,24,12,8,104,70,20
"",42%,43%,41%,48%,40%,46%,39%,50%,23%,43%,43%,34%
"",,,,F,,F,,,,,,
"Checking journey time",183,80,103,45,55,39,24,9,11,100,63,20
"",40%,37%,42%,49%,37%,39%,39%,38%,31%,41%,39%,34%
"",,,,,,,,,,,,
"Check train times",175,84,91,40,51,44,15,8,17,91,59,25
"",38%,38%,37%,43%,34%,44%,24%,33%,49%,38%,36%,42%
"",,,,D,,D,,,D,,,
"Live travel information / service updates",171,93,78,30,59,36,19,15,12,89,55,27
"",37%,42%,32%,33%,40%,36%,31%,63%,34%,37%,34%,46%
"",,B,,,,,,,,,,
"Check tube times",149,75,74,31,53,40,11,9,5,84,51,14
"",32%,34%,30%,34%,36%,40%,18%,38%,14%,35%,31%,24%
"",,,,DF,DF,DF,,,,,,
"Information about planned works or closures",92,58,34,22,29,30,5,3,3,51,35,6
"",20%,26%,14%,24%,19%,30%,8%,13%,9%,21%,21%,10%
"",,B,,D,D,DF,,,,,,
"Information about fares and tickets",88,51,37,19,33,23,5,5,3,52,28,8
"",19%,23%,15%,21%,22%,23%,8%,21%,9%,22%,17%,14%
"",,B,,D,D,D,,,,,,
"Check your Oyster balance",73,42,31,15,33,18,4,3,0,48,22,3
"",16%,19%,13%,16%,22%,18%,6%,13%,- ,20%,13%,5%
"",,,,F,DF,DF,,,,C,,
"Buying tickets",71,41,30,23,21,17,5,3,2,44,22,5
"",15%,19%,12%,25%,14%,17%,8%,13%,6%,18%,13%,8%
"",,,,BDF,,,,,,,,
"Information about roads or driving",70,43,27,13,32,16,5,2,2,45,21,4
"",15%,20%,11%,14%,21%,16%,8%,8%,6%,19%,13%,7%
"",,B,,,DF,,,,,C,,
"Information about Oyster",69,42,27,25,26,11,4,3,0,51,15,3
"",15%,19%,11%,27%,17%,11%,6%,13%,- ,21%,9%,5%
"",,B,,CDF,DF,F,,,,BC,,
"Topping up your Oyster card",54,33,21,14,24,11,3,1,1,38,14,2
"",12%,15%,9%,15%,16%,11%,5%,4%,3%,16%,9%,3%
"",,B,,D,DF,,,,,BC,,
"Keep track of how much you’re spending on travel",51,27,24,12,19,15,2,3,0,31,17,3
"",11%,12%,10%,13%,13%,15%,3%,13%,- ,13%,10%,5%
"",,,,DF,DF,DF,,,,,,
"Information about cycling",47,31,16,17,20,8,0,2,0,37,8,2
"",10%,14%,7%,18%,13%,8%,- ,8%,- ,15%,5%,3%
"",,B,,CDF,DF,D,,,,BC,,
"None of these",2,2,0,2,0,0,0,0,0,2,0,0
"",0%,1%,- ,2%,- ,- ,- ,- ,- ,1%,- ,- 
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"A5. Which of the following London Travel apps do you use?",,
"Base - All using London travel apps",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
